ad_budget,num_leads,leads_answered,leads_not_answered,followup_1,followup_2,followup_3,followup_4,followup_5,not_closed,closed,calls_to_closed,calls_to_not_closed,customer_acquisition_cost,ltv_months,purchased,upsell,cumulative_profit,referred
10000,80,48,32,37,26,21,19,14,9,5,5,3,2000,5.0,1,0,1756.0,Yes
7000,66,41,25,31,23,19,16,12,8,4,5,6,1750,11.0,1,0,4285.0,No
5000,46,30,16,24,19,15,14,10,6,4,4,3,1250,19.0,1,0,9324.0,No
4000,45,31,14,25,19,15,13,9,5,4,3,5,1000,25.0,1,1,18769.0,Yes
1000,20,10,10,7,5,5,4,2,1,1,7,4,1000,9.0,1,0,2404.0,No
2500,36,25,11,19,15,11,10,7,3,4,3,2,625,30.0,1,1,21085.0,Yes
2500,36,26,10,20,16,14,12,9,6,3,2,3,833,36.0,1,0,18002.0,Yes
2000,31,18,13,14,10,8,7,4,3,1,2,5,2000,38.0,1,0,20896.0,No
6000,56,31,25,24,19,15,14,11,9,2,4,4,3000,17.0,0,0,0.0,No
3000,34,22,12,17,12,10,9,6,3,3,3,3,1000,29.0,1,0,15838.0,No
1000,19,9,10,7,5,4,4,3,3,0,0,4,0,8.0,0,0,,No
2000,32,16,16,12,9,7,7,5,2,3,2,3,666,34.0,1,0,19740.0,No
5000,57,41,16,34,24,19,18,13,7,6,2,4,833,34.0,1,1,22970.0,Yes
1000,21,10,11,8,6,5,4,3,1,2,6,7,500,9.0,0,0,0.0,No
8000,72,45,27,36,27,23,19,14,11,3,4,4,2666,20.0,1,0,7280.0,No
3000,39,28,11,22,16,13,12,9,5,4,1,5,750,39.0,1,0,18489.0,No
3000,37,24,13,19,14,12,11,7,4,3,1,4,1000,35.0,1,1,25291.0,Yes
4000,46,32,14,26,20,17,15,12,8,4,3,3,1000,28.0,1,0,12941.0,No
8000,77,47,30,39,28,24,21,14,11,3,5,5,2666,10.0,1,0,3338.0,No
2500,33,22,11,17,12,10,9,6,3,3,3,3,833,29.0,1,1,21129.0,No
5000,58,37,21,29,22,18,16,12,6,6,2,4,833,42.0,1,0,19383.0,Yes
4000,45,33,12,28,20,16,14,11,7,4,2,6,1000,34.0,1,1,24545.0,Yes
2000,33,18,15,14,10,8,7,6,4,2,3,4,1000,30.0,1,1,22469.0,Yes
10000,73,47,26,37,29,23,21,16,12,4,5,5,2500,10.0,1,0,3758.0,No
7000,67,36,31,29,22,18,15,10,6,4,4,4,1750,20.0,1,1,10934.0,Yes
5000,50,36,14,29,21,16,15,12,7,5,2,3,1000,44.0,1,1,30224.0,No
8000,64,42,22,33,24,21,19,13,8,5,5,4,1600,11.0,1,0,4208.0,No
10000,81,50,31,39,30,25,22,16,10,6,5,3,1666,11.0,0,0,0.0,No
5000,56,37,19,31,24,20,17,12,7,5,2,5,1000,38.0,1,0,17905.0,No
8000,66,41,25,32,24,20,18,13,8,5,4,5,1600,19.0,1,1,10110.0,Yes
5000,48,37,11,30,23,19,18,12,6,6,3,4,833,34.0,1,1,26121.0,Yes
5000,52,31,21,24,19,15,14,10,5,5,2,5,1000,39.0,1,1,28278.0,Yes
4000,46,32,14,25,20,15,14,9,5,4,3,4,1000,31.0,1,0,17599.0,No
6000,61,35,26,28,20,16,14,11,7,4,6,5,1500,4.0,1,0,1578.0,No
1500,27,15,12,12,8,7,6,4,4,0,0,7,0,4.0,0,0,0.0,No
10000,80,48,32,38,30,24,22,16,11,5,6,6,2000,6.0,1,0,2824.0,No
10000,89,53,36,39,29,26,23,17,12,5,5,4,2000,14.0,0,0,0.0,No
500,13,6,7,5,3,3,3,2,1,1,6,4,500,8.0,1,0,1903.0,No
8000,68,39,29,29,22,17,15,10,7,3,5,3,2666,15.0,1,0,5438.0,No
1000,18,9,9,7,5,4,4,3,3,0,0,5,0,2.0,0,0,0.0,No
2000,30,15,15,11,9,7,7,5,3,2,2,4,1000,38.0,1,1,28110.0,No
6000,57,36,21,29,20,17,15,10,8,2,5,3,3000,10.0,1,0,4049.0,No
1500,27,15,12,12,9,7,6,5,3,2,7,5,750,8.0,1,0,2141.0,No
7000,66,37,29,30,23,19,18,12,7,5,5,4,1400,13.0,1,0,4567.0,No
8000,65,40,25,33,25,19,17,12,8,4,5,3,2000,14.0,1,0,5147.0,Yes
3000,39,24,15,19,13,11,10,7,4,3,2,4,1000,40.0,1,1,29100.0,No
500,13,6,7,4,3,3,2,2,2,0,0,4,0,3.0,0,0,0.0,No
2000,33,17,16,12,9,8,7,5,4,1,2,4,2000,34.0,1,0,17526.0,No
4000,48,33,15,27,19,15,14,9,5,4,2,6,1000,36.0,1,1,25745.0,Yes
20000,127,65,62,51,38,31,29,20,14,6,4,3,3333,17.0,1,0,6023.0,No
5000,53,35,18,27,20,16,15,10,5,5,2,5,1000,35.0,1,1,25918.0,Yes
2000,31,18,13,14,10,8,7,5,3,2,3,3,1000,28.0,1,1,21613.0,Yes
5000,57,36,21,28,20,16,14,9,5,4,2,3,1250,39.0,1,0,19792.0,No
3000,35,23,12,18,14,11,10,7,4,3,2,4,1000,40.0,1,0,19204.0,No
7000,63,35,28,30,23,18,15,10,7,3,5,7,2333,11.0,1,0,3092.0,No
1000,19,9,10,7,5,4,4,2,1,1,6,5,1000,6.0,1,0,1501.0,No
6000,60,41,19,34,24,19,17,11,8,3,5,4,2000,10.0,1,0,3536.0,No
4000,49,38,11,31,23,19,17,12,7,5,2,3,800,35.0,1,1,25398.0,Yes
15000,98,54,44,42,30,25,22,16,12,4,4,4,3750,17.0,1,1,9921.0,Yes
2500,29,20,9,16,11,9,7,5,3,2,2,3,1250,35.0,1,1,23874.0,No
5000,51,31,20,23,18,14,12,8,4,4,2,6,1250,39.0,1,0,19598.0,Yes
12000,94,57,37,43,33,28,25,18,11,7,4,4,1714,20.0,1,1,10851.0,Yes
1000,20,10,10,8,6,5,4,3,2,1,6,4,1000,8.0,1,0,2426.0,No
12000,91,48,43,37,28,24,21,15,11,4,5,4,3000,11.0,1,0,4047.0,No
5000,52,37,15,30,22,19,17,11,7,4,2,6,1250,34.0,1,1,26719.0,No
800,16,7,9,5,3,2,2,1,1,0,0,4,0,1.0,0,0,0.0,No
2000,31,17,14,13,10,8,7,5,3,2,2,4,1000,35.0,1,1,25375.0,Yes
5000,50,34,16,26,19,15,13,10,5,5,2,6,1000,37.0,1,1,28103.0,Yes
800,19,8,11,6,4,3,3,2,2,0,0,4,0,1.0,0,0,0.0,No
4000,47,33,14,26,18,15,13,10,6,4,2,2,1000,36.0,1,1,30265.0,Yes
2500,33,21,12,17,13,11,9,7,4,3,2,2,833,38.0,1,1,26725.0,Yes
4000,44,28,16,22,18,14,13,10,5,5,2,4,800,34.0,1,1,23747.0,Yes
800,17,7,10,6,4,3,3,2,2,0,0,4,0,9.0,0,0,0.0,No
10000,79,51,28,40,29,25,22,17,12,5,4,5,2000,23.0,1,0,9939.0,Yes
15000,109,57,52,45,33,26,24,18,13,5,4,3,3000,24.0,1,0,9146.0,No
15000,103,51,52,40,31,27,24,16,11,5,5,4,3000,11.0,1,0,4521.0,No
6000,56,33,23,29,23,18,16,11,8,3,6,3,2000,4.0,1,0,1494.0,No
1500,28,16,12,13,9,8,7,5,3,2,6,5,750,8.0,1,0,2411.0,No
6000,59,33,26,27,20,17,15,12,9,3,4,5,2000,20.0,1,0,7300.0,No
500,13,5,8,3,2,2,2,1,1,0,0,6,0,1.0,0,0,0.0,No
500,12,7,5,5,3,3,2,2,2,0,0,4,0,1.0,0,0,0.0,No
2000,31,16,15,12,10,8,7,5,2,3,3,6,666,31.0,1,1,21845.0,Yes
3000,39,26,13,20,14,12,11,7,3,4,2,3,750,37.0,1,1,28966.0,Yes
7000,57,34,23,28,21,17,15,10,7,3,5,4,2333,14.0,1,0,4760.0,No
5000,59,39,20,30,24,21,18,13,8,5,1,3,1000,33.0,1,1,23808.0,Yes
3000,42,29,13,22,17,14,13,9,4,5,2,5,600,36.0,1,1,25616.0,Yes
2000,29,17,12,13,9,7,6,5,3,2,2,4,1000,33.0,1,0,19820.0,No
20000,113,60,53,48,36,31,28,21,14,7,4,2,2857,15.0,1,0,4824.0,No
2500,35,22,13,16,13,10,9,6,3,3,1,5,833,36.0,0,0,0.0,No
3000,39,28,11,21,16,12,11,8,4,4,2,5,750,37.0,1,1,26880.0,Yes
1500,26,14,12,11,9,7,6,5,3,2,7,3,750,9.0,1,0,2580.0,No
7000,65,44,21,34,25,20,18,13,8,5,5,4,1400,11.0,1,1,6245.0,No
5000,54,31,23,24,17,13,12,9,5,4,3,3,1250,31.0,1,1,25198.0,Yes
2000,33,19,14,15,12,10,9,6,4,2,2,3,1000,33.0,1,1,23618.0,No
1000,20,11,9,8,6,5,4,3,2,1,6,6,1000,8.0,1,0,1941.0,No
5000,49,32,17,25,18,14,12,8,5,3,3,3,1666,31.0,1,0,15876.0,No
5000,57,38,19,33,25,20,18,13,7,6,4,4,833,21.0,1,1,16147.0,Yes
2000,33,19,14,15,11,9,8,6,3,3,3,3,666,30.0,1,1,21300.0,No
15000,121,63,58,51,40,32,28,18,12,6,5,4,2500,14.0,1,0,6024.0,No
1500,24,13,11,10,7,6,5,4,3,1,6,5,1500,7.0,1,1,3250.0,No
2500,35,23,12,17,13,10,9,6,4,2,3,5,1250,31.0,1,1,23870.0,Yes
12000,78,40,38,31,24,19,17,11,9,2,5,4,6000,12.0,0,0,0.0,No
2500,36,26,10,19,14,11,10,6,4,2,3,5,1250,34.0,1,0,17359.0,No
5000,51,35,16,28,19,16,14,10,5,5,2,3,1000,38.0,1,1,26585.0,Yes
2500,39,26,13,20,15,13,12,9,5,4,2,3,625,34.0,1,0,19680.0,No
2000,29,17,12,13,10,8,8,5,3,2,3,3,1000,34.0,1,1,24721.0,Yes
20000,109,58,51,46,34,27,24,18,11,7,6,3,2857,5.0,1,0,1708.0,No
2500,33,21,12,16,12,9,8,6,3,3,2,4,833,31.0,1,0,15352.0,No
10000,70,41,29,33,25,21,19,14,10,4,5,4,2500,12.0,1,0,4035.0,Yes
2000,31,17,14,13,10,8,7,5,3,2,3,4,1000,25.0,1,1,16092.0,No
1500,22,11,11,9,6,5,5,3,2,1,6,2,1500,7.0,1,0,1857.0,No
800,17,8,9,6,5,4,3,2,2,0,0,4,0,1.0,0,0,0.0,No
5000,46,30,16,23,18,15,13,9,6,3,2,5,1666,35.0,1,1,29250.0,No
2500,34,26,8,19,13,10,9,6,4,2,2,5,1250,37.0,1,0,22271.0,Yes
10000,88,44,44,34,25,21,18,13,9,4,5,2,2500,11.0,1,0,4243.0,Yes
3000,39,26,13,21,15,12,11,8,4,4,1,4,750,42.0,0,0,0.0,No
15000,97,60,37,50,35,29,25,18,14,4,5,3,3750,12.0,1,0,4111.0,Yes
1500,25,14,11,11,8,6,6,4,2,2,7,4,750,6.0,1,0,1320.0,No
10000,80,52,28,39,28,23,20,15,10,5,4,4,2000,15.0,1,0,5919.0,No
7000,66,41,25,31,23,19,17,12,8,4,5,6,1750,11.0,1,0,4108.0,No
7000,59,35,24,26,19,15,14,9,6,3,6,4,2333,8.0,1,0,3221.0,No
8000,72,38,34,30,23,19,17,12,9,3,4,4,2666,19.0,1,0,7381.0,Yes
6000,49,30,19,24,18,15,14,9,6,3,5,4,2000,13.0,1,0,5335.0,No
4000,44,28,16,23,17,15,13,10,7,3,3,4,1333,32.0,1,1,23068.0,Yes
1500,24,13,11,10,7,6,5,4,2,2,7,4,750,9.0,1,0,2131.0,Yes
800,18,8,10,6,5,3,3,2,2,0,0,5,0,1.0,0,0,0.0,No
12000,89,55,34,43,33,26,24,18,13,5,5,4,2400,15.0,1,0,5739.0,No
4000,42,32,10,25,19,15,13,9,6,3,2,5,1333,33.0,1,1,24597.0,No
7000,61,38,23,30,23,18,16,11,8,3,5,4,2333,13.0,1,1,7261.0,No
3000,39,25,14,20,15,13,11,8,4,4,1,4,750,35.0,1,1,25672.0,No
1000,20,9,11,6,5,4,3,2,0,2,6,0,500,8.0,1,0,2134.0,No
1000,19,9,10,7,5,4,3,2,1,1,7,4,1000,6.0,0,0,0.0,No
5000,51,38,13,30,22,18,16,12,8,4,2,5,1250,42.0,1,1,34659.0,Yes
2500,36,24,12,19,15,13,11,9,4,5,3,4,500,28.0,1,0,15212.0,No
1500,24,11,13,9,6,5,4,3,1,2,6,4,750,6.0,1,0,1869.0,No
3000,38,26,12,19,14,12,11,8,4,4,2,4,750,33.0,1,1,24568.0,Yes
800,19,10,9,7,5,4,4,3,2,1,6,3,800,5.0,1,0,1196.0,No
4000,42,25,17,21,15,11,10,8,5,3,3,5,1333,33.0,1,1,25722.0,No
2000,27,15,12,11,8,7,6,4,3,1,2,5,2000,34.0,1,1,24645.0,Yes
7000,67,42,25,32,23,18,17,12,7,5,5,5,1400,14.0,0,0,0.0,No
2000,29,16,13,12,9,7,6,4,2,2,1,5,1000,37.0,1,1,30232.0,No
3000,38,24,14,18,12,10,9,6,4,2,2,5,1500,40.0,1,1,28624.0,Yes
500,12,6,6,4,3,2,2,1,1,0,0,4,0,5.0,0,0,0.0,No
1000,19,9,10,7,5,4,4,2,1,1,6,5,1000,7.0,1,0,1888.0,No
2500,38,23,15,18,12,10,9,6,3,3,3,3,833,30.0,1,1,21333.0,Yes
3000,40,23,17,18,14,11,10,7,4,3,2,4,1000,33.0,1,1,24393.0,Yes
4000,48,35,13,28,21,17,15,12,6,6,3,3,666,22.0,1,1,17133.0,Yes
2000,28,16,12,12,9,8,7,5,3,2,3,4,1000,34.0,1,1,23874.0,No
5000,49,33,16,28,20,16,14,9,6,3,2,3,1666,34.0,1,1,24573.0,Yes
10000,66,39,27,30,21,18,17,12,8,4,6,5,2500,4.0,1,0,1554.0,No
7000,61,36,25,29,22,17,15,11,7,4,5,4,1750,12.0,1,0,5016.0,No
800,18,8,10,6,5,4,4,3,3,0,0,5,0,1.0,0,0,0.0,No
3000,40,26,14,20,15,13,11,9,6,3,1,4,1000,36.0,1,1,27774.0,Yes
1000,19,7,12,5,4,3,3,2,1,1,8,2,1000,2.0,1,0,428.0,No
2000,30,16,14,12,10,8,7,4,2,2,2,4,1000,40.0,1,1,29114.0,Yes
20000,116,62,54,50,40,33,30,22,16,6,4,3,3333,19.0,1,0,7237.0,No
1500,26,15,11,12,9,7,6,4,3,1,6,4,1500,6.0,1,0,1820.0,No
3000,40,27,13,22,15,14,12,9,5,4,2,6,750,31.0,1,0,17967.0,No
4000,41,29,12,23,17,15,13,9,5,4,2,6,1000,32.0,1,1,23422.0,Yes
5000,53,38,15,29,21,16,15,11,7,4,3,4,1250,31.0,1,1,22157.0,Yes
4000,48,34,14,27,19,16,14,10,5,5,2,3,800,37.0,1,0,19196.0,No
500,12,6,6,4,3,3,2,2,2,0,0,3,0,1.0,0,0,0.0,No
2000,31,17,14,12,9,7,6,4,2,2,2,4,1000,38.0,1,1,28226.0,No
3000,45,28,17,22,17,14,12,8,4,4,4,4,750,21.0,1,0,11170.0,No
1000,20,10,10,8,5,4,4,3,2,1,6,2,1000,8.0,1,0,2367.0,No
2500,35,26,9,19,14,12,11,8,5,3,3,3,833,32.0,1,0,17858.0,No
800,16,8,8,6,4,3,3,2,2,0,0,5,0,14.0,0,0,0.0,No
1000,20,11,9,9,6,5,5,3,2,1,6,4,1000,6.0,1,0,1717.0,No
2500,35,21,14,16,11,9,8,5,3,2,2,4,1250,37.0,1,1,27648.0,Yes
1500,26,13,13,10,7,6,5,3,2,1,6,4,1500,10.0,0,0,0.0,No
4000,43,30,13,23,17,14,13,9,5,4,2,4,1000,35.0,1,1,25660.0,Yes
5000,53,36,17,29,23,18,16,11,7,4,3,5,1250,29.0,0,0,0.0,No
7000,70,47,23,38,31,25,22,17,12,5,4,4,1400,13.0,1,1,7956.0,No
1500,26,15,11,12,8,7,6,4,3,1,7,5,1500,7.0,1,0,1974.0,No
1500,27,14,13,11,8,6,6,4,2,2,5,5,750,13.0,1,1,6281.0,Yes
1000,19,9,10,6,5,4,3,2,2,0,0,4,0,6.0,0,0,0.0,No
5000,55,34,21,28,20,16,14,10,6,4,2,4,1250,35.0,1,1,26319.0,No
5000,53,33,20,27,21,18,15,11,7,4,2,3,1250,35.0,1,0,19324.0,Yes
800,16,8,8,6,4,4,3,2,1,1,5,4,800,13.0,1,0,3719.0,No
12000,91,53,38,40,30,24,22,16,12,4,5,5,3000,14.0,1,0,5687.0,No
800,16,8,8,6,4,3,3,2,1,1,6,4,800,7.0,1,0,1959.0,No
4000,44,26,18,21,15,12,11,8,5,3,2,4,1333,43.0,1,1,30222.0,Yes
5000,53,35,18,28,21,17,15,10,5,5,2,4,1000,35.0,1,1,26848.0,No
10000,81,46,35,36,26,21,19,14,11,3,4,3,3333,21.0,1,1,10216.0,Yes
6000,54,36,18,27,20,17,15,11,7,4,5,4,1500,15.0,1,1,9009.0,No
7000,68,40,28,31,25,20,19,12,8,4,5,6,1750,9.0,1,1,5008.0,No
2000,31,16,15,13,9,7,7,4,2,2,2,3,1000,36.0,1,1,23796.0,Yes
7000,62,38,24,32,25,21,18,13,9,4,6,4,1750,6.0,1,0,2195.0,No
1000,18,8,10,6,4,4,3,2,1,1,6,4,1000,6.0,1,0,1568.0,No
10000,79,53,26,42,33,28,25,18,11,7,5,4,1428,11.0,1,0,3892.0,No
4000,45,29,16,23,18,15,13,10,5,5,2,4,800,40.0,1,1,30328.0,Yes
7000,65,36,29,28,21,17,15,11,8,3,4,5,2333,20.0,0,0,0.0,No
3000,38,22,16,17,13,11,10,7,4,3,3,3,1000,28.0,1,0,,No
5000,46,31,15,25,19,15,13,9,4,5,2,5,1000,34.0,1,0,18193.0,No
3000,38,24,14,20,14,12,11,7,4,3,3,4,1000,30.0,1,1,,No
6000,58,32,26,24,18,15,13,9,7,2,5,2,3000,13.0,1,0,5062.0,No
1000,20,10,10,7,5,4,4,3,2,1,7,4,1000,7.0,1,0,1671.0,No
800,16,8,8,5,5,4,3,2,1,1,6,4,800,5.0,1,0,1414.0,No
2000,33,19,14,14,11,9,8,6,4,2,2,3,1000,35.0,1,0,18142.0,No
1500,22,13,9,10,8,6,5,3,1,2,6,4,750,9.0,0,0,0.0,No
10000,86,55,31,41,32,26,23,16,11,5,5,3,2000,12.0,1,0,4844.0,No
1500,25,13,12,10,7,6,5,3,1,2,6,3,750,10.0,1,0,2481.0,No
15000,107,54,53,42,30,24,21,16,11,5,4,4,3000,21.0,1,0,8332.0,No
2000,30,18,12,14,11,9,8,5,3,2,2,2,1000,38.0,1,0,20021.0,Yes
1500,27,16,11,14,11,9,8,6,3,3,6,3,500,7.0,1,0,2195.0,No
7000,63,39,24,29,21,17,16,11,7,4,5,3,1750,15.0,1,1,8718.0,Yes
5000,49,31,18,24,19,15,13,10,5,5,3,4,1000,27.0,1,1,19303.0,Yes
3000,42,29,13,22,17,14,13,9,5,4,2,4,750,37.0,1,0,20025.0,Yes
4000,46,29,17,23,16,13,12,8,5,3,2,3,1333,35.0,1,0,18770.0,No
6000,59,36,23,28,21,17,16,11,8,3,6,3,2000,4.0,1,0,1486.0,No
2000,32,20,12,16,13,10,9,7,4,3,3,4,666,28.0,1,0,15338.0,No
20000,114,59,55,46,37,28,25,17,12,5,4,4,4000,22.0,1,0,7490.0,No
15000,106,51,55,42,31,25,23,16,12,4,5,3,3750,14.0,1,1,9137.0,Yes
5000,51,32,19,25,18,15,14,9,6,3,3,6,1666,32.0,1,0,16928.0,No
1500,25,15,10,11,9,7,6,5,3,2,6,4,750,9.0,1,0,2490.0,Yes
5000,53,36,17,29,21,17,16,11,7,4,2,4,1250,49.0,1,1,149959.0,Yes
1000,18,8,10,6,4,3,3,2,2,0,0,4,0,5.0,0,0,0.0,No
800,16,7,9,5,4,3,3,2,2,0,0,5,0,1.0,0,0,0.0,No
2000,33,19,14,15,11,9,8,5,2,3,3,5,666,23.0,1,1,17526.0,Yes
3000,41,26,15,20,15,12,11,7,3,4,3,2,750,31.0,1,0,14723.0,No
10000,80,50,30,38,31,25,22,18,13,5,4,3,2000,17.0,1,1,10316.0,Yes
6000,60,35,25,29,20,16,14,10,6,4,4,4,1500,20.0,1,1,11328.0,No
6000,58,33,25,25,19,16,14,11,7,4,5,4,1500,9.0,1,0,3515.0,No
2500,37,24,13,19,15,12,11,8,4,4,2,5,625,39.0,1,0,19875.0,No
2500,34,22,12,17,13,11,9,6,3,3,2,3,833,38.0,1,1,28930.0,Yes
2500,35,23,12,19,13,11,10,6,3,3,2,4,833,40.0,1,0,21144.0,Yes
20000,130,72,58,59,40,33,30,21,16,5,5,6,4000,12.0,1,0,3999.0,No
800,16,5,11,3,2,2,2,1,0,1,7,0,800,3.0,1,0,835.0,No
10000,87,51,36,40,29,23,21,14,8,6,6,3,1666,6.0,1,0,2023.0,No
4000,42,27,15,21,16,12,11,8,4,4,3,3,1000,27.0,1,1,18424.0,Yes
2500,38,28,10,22,17,13,12,8,5,3,3,4,833,29.0,1,1,20391.0,Yes
6000,57,32,25,25,17,14,13,9,6,3,3,3,2000,19.0,0,0,0.0,No
3000,38,26,12,20,15,13,12,9,6,3,2,4,1000,41.0,1,1,30284.0,Yes
10000,71,48,23,38,27,21,19,13,9,4,4,5,2500,21.0,1,0,8673.0,No
10000,78,44,34,33,24,18,16,11,7,4,4,4,2500,19.0,1,0,5969.0,No
2500,32,22,10,16,12,11,10,7,5,2,3,4,1250,28.0,1,1,19884.0,Yes
2000,29,15,14,11,8,6,5,4,1,3,3,2,666,25.0,1,1,19034.0,Yes
4000,46,30,16,23,16,13,11,8,4,4,3,5,1000,27.0,1,1,19751.0,Yes
12000,94,48,46,37,28,23,21,14,9,5,6,4,2400,7.0,0,0,0.0,No
1500,26,14,12,11,8,6,6,4,2,2,7,4,750,8.0,1,0,1908.0,No
4000,47,37,10,28,22,17,16,10,7,3,2,3,1333,34.0,1,1,25087.0,Yes
5000,49,34,15,26,17,14,12,9,5,4,2,4,1250,38.0,1,1,27577.0,Yes
6000,56,37,19,30,23,19,17,12,8,4,5,3,1500,11.0,1,0,4501.0,No
1500,28,16,12,13,9,8,7,4,3,1,7,3,1500,10.0,1,0,2745.0,No
6000,56,31,25,25,19,16,14,11,8,3,5,3,2000,9.0,1,0,3490.0,No
10000,88,55,33,42,29,23,21,14,10,4,5,4,2500,15.0,1,0,5166.0,No
1500,25,15,10,12,9,8,7,4,2,2,6,4,750,7.0,1,0,2114.0,Yes
2000,30,16,14,12,9,8,7,5,3,2,1,3,1000,44.0,1,0,23937.0,No
15000,109,64,45,50,38,28,25,19,13,6,5,3,2500,14.0,1,0,5252.0,Yes
1500,27,16,11,12,9,7,6,4,2,2,6,4,750,8.0,1,0,2226.0,No
8000,69,47,22,37,27,21,19,12,8,4,5,5,2000,8.0,1,0,3044.0,No
3000,38,25,13,21,15,13,12,8,5,3,1,3,1000,31.0,1,1,22758.0,Yes
2000,30,16,14,13,9,8,7,4,1,3,2,4,666,38.0,1,0,18530.0,No
10000,82,49,33,40,31,25,23,16,11,5,4,3,2000,16.0,1,0,5730.0,No
3000,41,30,11,24,18,16,14,9,5,4,3,5,750,30.0,1,1,22325.0,Yes
3000,39,23,16,18,14,10,9,7,4,3,3,3,1000,24.0,1,1,19178.0,Yes
2500,36,21,15,17,12,9,8,6,4,2,2,5,1250,36.0,1,1,28466.0,No
4000,50,34,16,25,19,15,14,10,7,3,1,5,1333,40.0,1,1,29019.0,No
1500,26,14,12,11,9,7,6,4,3,1,7,6,1500,7.0,1,0,2052.0,No
2500,35,23,12,17,13,10,9,7,3,4,3,3,625,30.0,1,1,22594.0,Yes
15000,93,54,39,41,30,22,19,15,9,6,5,3,2500,12.0,1,0,3828.0,Yes
2000,25,13,12,10,6,5,5,3,1,2,2,5,1000,38.0,1,1,27923.0,Yes
5000,54,32,22,26,18,15,12,8,4,4,1,5,1250,38.0,1,1,28348.0,Yes
2000,30,19,11,15,11,9,8,6,3,3,2,3,666,38.0,1,0,19870.0,Yes
7000,62,35,27,29,19,15,13,9,6,3,5,1,2333,12.0,1,0,4029.0,No
1500,26,13,13,10,7,6,5,4,3,1,6,4,1500,6.0,1,0,1597.0,No
15000,102,60,42,48,34,28,25,17,12,5,4,2,3000,16.0,1,1,9079.0,No
3000,41,27,14,21,17,13,12,9,5,4,2,3,750,41.0,1,0,22435.0,No
2000,30,17,13,14,11,9,8,6,4,2,2,4,1000,33.0,1,1,26688.0,Yes
1000,19,9,10,7,6,5,4,3,3,0,0,4,0,16.0,0,0,0.0,No
1500,27,16,11,13,11,9,8,6,4,2,6,6,750,7.0,1,0,1541.0,No
3000,38,25,13,19,13,11,10,7,3,4,1,4,750,34.0,1,1,24408.0,Yes
2000,31,19,12,15,11,9,8,6,4,2,3,3,1000,34.0,1,1,26381.0,Yes
8000,68,36,32,28,22,17,15,11,7,4,4,5,2000,22.0,1,1,13361.0,Yes
2500,33,23,10,17,13,10,9,6,3,3,3,4,833,31.0,1,1,23771.0,Yes
2000,30,16,14,11,8,7,6,5,3,2,1,4,1000,43.0,1,1,,Yes
4000,46,33,13,25,18,14,12,10,5,5,1,4,800,36.0,1,1,28528.0,Yes
5000,54,37,17,30,21,18,16,13,8,5,2,4,1000,33.0,1,1,25213.0,Yes
1500,25,13,12,11,8,7,6,4,3,1,6,5,1500,7.0,1,0,1861.0,No
1500,22,13,9,9,7,6,5,4,2,2,5,6,750,16.0,1,0,3886.0,Yes
800,17,9,8,6,4,4,3,2,2,0,0,3,0,14.0,0,0,0.0,No
6000,61,39,22,30,22,17,16,11,7,4,4,4,1500,15.0,1,0,5936.0,No
5000,52,33,19,27,20,17,15,11,6,5,3,2,1000,24.0,1,1,17124.0,No
3000,38,25,13,19,13,10,9,6,4,2,2,3,1500,37.0,1,1,28205.0,Yes
8000,74,45,29,36,27,21,19,13,9,4,5,5,2000,15.0,1,1,8920.0,No
7000,62,38,24,30,23,20,18,13,10,3,5,4,2333,12.0,1,0,4121.0,No
4000,42,29,13,22,16,13,11,8,6,2,2,3,2000,32.0,1,0,17018.0,No
10000,79,42,37,33,25,20,18,12,9,3,6,4,3333,6.0,1,0,2341.0,No
1500,25,14,11,11,8,7,6,4,3,1,6,5,1500,7.0,0,0,0.0,No
1000,19,9,10,7,5,4,4,2,1,1,5,3,1000,16.0,1,1,7475.0,No
2000,30,16,14,12,9,7,6,5,2,3,2,6,666,40.0,1,1,29513.0,Yes
800,18,8,10,6,4,3,3,2,1,1,7,5,800,7.0,1,0,2169.0,No
3000,39,26,13,20,15,11,10,7,4,3,3,5,1000,26.0,1,1,19408.0,Yes
12000,91,36,55,27,21,17,15,12,8,4,4,4,3000,16.0,1,0,6583.0,Yes
800,19,8,11,6,4,3,3,2,2,0,0,6,0,5.0,0,0,0.0,No
1000,19,8,11,6,4,3,3,2,1,1,6,5,1000,7.0,1,0,1691.0,No
3000,39,27,12,24,18,15,14,10,6,4,3,4,750,29.0,1,0,13787.0,No
12000,86,44,42,35,26,20,18,13,10,3,4,5,4000,20.0,1,0,7731.0,Yes
2000,29,16,13,12,8,7,6,5,2,3,2,3,666,32.0,1,0,16030.0,No
3000,37,27,10,21,15,13,12,8,4,4,2,4,750,38.0,1,0,19770.0,Yes
800,17,9,8,7,5,4,4,3,2,1,6,5,800,3.0,1,0,693.0,Yes
1500,26,16,10,13,9,8,7,5,3,2,4,4,750,17.0,1,0,3923.0,No
20000,139,73,66,56,42,34,30,23,16,7,5,5,2857,12.0,1,0,3939.0,No
15000,98,56,42,43,33,27,24,16,10,6,4,5,2500,13.0,1,0,5284.0,No
500,12,5,7,3,2,2,2,1,0,1,6,0,500,6.0,1,0,1520.0,No
15000,102,55,47,46,35,28,27,19,14,5,5,3,3000,12.0,1,0,3705.0,No
5000,54,37,17,29,22,18,16,12,8,4,2,6,1250,40.0,1,0,20351.0,Yes
